percentage,returns
0.28641795959526173,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.29392054377402455,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.44829205355459467,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.4830804665797347,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5765859655712614,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.981096980807516,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9082326712150506,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.06936842506591767,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.9108005147705511,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.42851635155143186,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.6774655744588484,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7290354687011406,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.4497914729065826,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.4186223418748999,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.6994777799312787,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.3740089956700605,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.0384440631487053,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.10870700859327209,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7848167584345696,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.6141190423346456,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.08456550183936606,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.9338986733397584,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.4048794854335167,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.3972009648601471,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.2434842230624742,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.8030601821079026,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.7375890996533062,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.340344295536104,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.6162726731311614,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.4548164117555038,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.8780011444301193,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.640033777122941,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.8099843407576011,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.47519141596583103,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.7322809561551535,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.20186310493771653,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.7144535783909095,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.5513051697413477,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.1503955160521495,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.8921558601243301,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.6546023078483288,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.20406317130117368,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.1602842974051547,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.8116163083040492,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.11193900198982853,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.24420903841878194,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.31110527220469997,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.12249775469730972,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.1304280071503502,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.06101149389642646,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.17636760834148246,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.8148945157877603,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.931721355424061,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7769805607080958,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.47418867536616516,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.6782533428214546,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.5094793362231279,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.4040602372274471,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.3354825402623013,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.2211071583126658,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.016447790756736747,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7755499940816816,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.7933517681575075,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9408287179183182,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.22480225528107578,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.17493065721144208,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.18200400226266678,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.901573138599104,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9764688450024923,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9528833937415294,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.955753509124475,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.24046761413188422,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.05281412483800718,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.8226145344773095,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.5900560354537755,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.12451194433094437,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6496621761983776,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7545608486978784,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.507878541765134,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.7729443100308334,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.5988459027261339,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.43029780373198057,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9314490394731164,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.710018503153088,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.11438359293561118,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.034343559410261126,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.2494098223233997,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.896857899275956,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.04772829163831138,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.8527807557604564,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.24948042206525678,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.4468029107666578,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9285369670085741,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.23222685183540104,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.10879571523800513,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7493083372291327,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.2796064556862591,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.10624014300035678,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.43950447273403925,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.22590800883461803,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.3133385845927834,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.7642802789606506,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9750117976544762,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.22243880112603975,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.1038863656796184,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.16600040522812354,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.03121058661434295,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7773398094528722,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.18309193068397056,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.2326824004193212,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.8976560451779464,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.9366862785195947,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.010354324292247585,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.6075309020462114,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.8544624219594417,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.12417799373366767,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.5585538160704976,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.1511951574715732,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.23744025142971492,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.7256295758910848,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.36752970003234076,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.4951690116718661,🔵🔵🔵🔵⚪⚪⚪⚪⚪
